Odom,1748362260711533553,0.000189866
Beacons,1748362260712001353,0.000200734
Odom,1748362260811673772,0.000172806
Beacons,1748362260812131549,0.000246183
Altimeter,1748362260812260705,2.8934e-05
Odom,1748362260911544461,0.000139378
Beacons,1748362260911915839,0.000188837
Altimeter,1748362260912018792,2.3779e-05
Odom,1748362261011442629,0.000118839
Beacons,1748362261011778457,0.000189092
Altimeter,1748362261011866077,2.1246e-05
Odom,1748362261111545771,0.000140359
Beacons,1748362261112163265,0.000115507
Altimeter,1748362261112310506,3.4932e-05
Odom,1748362261211583804,0.000152906
Beacons,1748362261212000700,0.000238989
Altimeter,1748362261212133314,3.6181e-05
Odom,1748362261311782464,0.000176565
Beacons,1748362261312260714,0.000267064
Altimeter,1748362261312434939,6.2814e-05
Odom,1748362261412311395,0.00032076
Beacons,1748362261413193475,0.000476918
Altimeter,1748362261413485844,8.1186e-05
Odom,1748362261512014677,0.000236904
Beacons,1748362261512519146,0.000242306
Altimeter,1748362261512711993,4.8845e-05
Odom,1748362261611793424,0.000223821
Beacons,1748362261612427511,0.00036463
Altimeter,1748362261612629570,5.4035e-05
Odom,1748362261711618643,0.000140849
GPS,1748362261711861908,8.0476e-05
Beacons,1748362261712143690,0.000157494
Altimeter,1748362261712268061,3.5302e-05
Odom,1748362261811533156,0.000127141
Beacons,1748362261811855858,0.000165281
Altimeter,1748362261811969827,3.0117e-05
Odom,1748362261912056127,0.000290496
Beacons,1748362261912867565,0.000429916
Altimeter,1748362261913130284,7.2059e-05
Odom,1748362262011640380,0.000135723
Beacons,1748362262011998397,0.000199884
Altimeter,1748362262012112259,3.1075e-05
Odom,1748362262111590768,0.000133924
Beacons,1748362262111955828,0.000201812
Altimeter,1748362262112071129,3.3891e-05
Odom,1748362262212331830,0.000431455
Beacons,1748362262213533793,0.000648466
Altimeter,1748362262213942465,0.000114753
Odom,1748362262311448141,0.00013038
Beacons,1748362262311986145,0.000187738
Altimeter,1748362262312113408,3.1066e-05
Odom,1748362262411911082,0.000244103
Beacons,1748362262412573304,0.00031906
Altimeter,1748362262412825467,6.3924e-05
Odom,1748362262511846375,0.000272578
Beacons,1748362262512557347,0.000409383
Altimeter,1748362262512831087,7.2543e-05
Odom,1748362262611524584,0.000145084
Beacons,1748362262611873117,0.000180241
Altimeter,1748362262611992581,3.1492e-05
Odom,1748362262712036167,0.000241948
GPS,1748362262712399821,0.000144531
Beacons,1748362262712899307,0.000308375
Altimeter,1748362262713093234,5.6567e-05
Odom,1748362262812242336,0.000332389
Beacons,1748362262813013666,0.000407275
Altimeter,1748362262813280715,6.9996e-05
Odom,1748362262913292522,0.000780641
Beacons,1748362262914689799,0.000753573
Altimeter,1748362262915151208,0.000125114
Odom,1748362263011662409,0.000224161
Beacons,1748362263012445718,0.000459916
Altimeter,1748362263013087702,0.000204319
Odom,1748362263111730393,0.000201493
Beacons,1748362263112145819,0.000194402
Altimeter,1748362263112263918,3.7964e-05
Odom,1748362263211695335,0.000193549
Beacons,1748362263212128137,0.000212866
Altimeter,1748362263212253474,3.0358e-05
Odom,1748362263311468988,0.000133916
Beacons,1748362263311771726,0.000156976
Altimeter,1748362263311856358,2.1672e-05
Odom,1748362263411507018,0.000157576
Beacons,1748362263411880060,0.000205785
Altimeter,1748362263411994581,3.5518e-05
Odom,1748362263511514483,0.000179727
Beacons,1748362263511818886,0.000138066
Altimeter,1748362263511912378,2.7061e-05
Odom,1748362263611483216,0.00015189
Beacons,1748362263611786602,0.000158493
Altimeter,1748362263611877621,2.2337e-05
Odom,1748362263711608137,0.000122813
GPS,1748362263711794466,5.9736e-05
Beacons,1748362263711976267,0.000108377
Altimeter,1748362263712071677,3.0047e-05
Odom,1748362263811684539,0.000192251
Beacons,1748362263812081911,0.000195088
Altimeter,1748362263812231693,4.0738e-05
Odom,1748362263911664190,0.000164258
Beacons,1748362263912050026,0.000193853
Altimeter,1748362263912162402,3.0599e-05
Odom,1748362264011556102,0.000150986
Beacons,1748362264011870207,0.000133748
Altimeter,1748362264011955703,2.2242e-05
Odom,1748362264111514929,0.000132508
Beacons,1748362264111810449,0.000134679
Altimeter,1748362264111905380,1.927e-05
Odom,1748362264211572108,0.000139604
Beacons,1748362264211857897,0.000130357
Altimeter,1748362264211949538,2.5369e-05
Odom,1748362264311698523,0.00016647
Beacons,1748362264312096731,0.00021759
Altimeter,1748362264312247953,4.6971e-05
Odom,1748362264411676565,0.000158886
Beacons,1748362264412019776,0.000154194
Altimeter,1748362264412148571,4.0222e-05
Odom,1748362264512090144,0.00022674
Beacons,1748362264513187413,0.00034393
Altimeter,1748362264513422147,6.338e-05
Odom,1748362264611846897,0.000282656
Beacons,1748362264612602648,0.000413344
Altimeter,1748362264612878873,8.2178e-05
Odom,1748362264712208186,0.000445316
GPS,1748362264712787580,0.000175476
Beacons,1748362264713651310,0.000621737
Altimeter,1748362264714056762,9.8204e-05
Odom,1748362264811706176,0.000246945
Beacons,1748362264812438698,0.000426466
Altimeter,1748362264812806118,0.000119106
Odom,1748362264911577023,0.00022434
Beacons,1748362264911960706,0.000186824
Altimeter,1748362264912087057,3.188e-05
Odom,1748362265011348772,0.000112592
Beacons,1748362265011939604,0.000184999
Altimeter,1748362265012052351,2.5929e-05
Odom,1748362265111567853,0.000150674
Beacons,1748362265111919876,0.000174756
Altimeter,1748362265112067322,3.8061e-05
Odom,1748362265211548897,0.000200108
Beacons,1748362265212614829,0.000492166
Altimeter,1748362265213058495,0.000119143
Odom,1748362265312137493,0.000342343
Beacons,1748362265313243307,0.000499173
Altimeter,1748362265313773273,8.9217e-05
Odom,1748362265411581599,0.000197701
Beacons,1748362265412085696,0.000250234
Altimeter,1748362265412245957,4.2564e-05
Odom,1748362265511661556,0.000168181
Beacons,1748362265512215236,0.000171539
Altimeter,1748362265512300698,2.2852e-05
Odom,1748362265611753898,0.000178205
Beacons,1748362265612238258,0.000271491
Altimeter,1748362265612408833,4.5199e-05
Odom,1748362265711494568,0.000150951
GPS,1748362265711723846,7.979e-05
Beacons,1748362265711969790,0.00013228
Altimeter,1748362265712082236,3.0841e-05
Odom,1748362265811553753,0.000205243
Beacons,1748362265812070312,0.000263083
Altimeter,1748362265812281712,6.0395e-05
Odom,1748362265911396248,0.00013777
Beacons,1748362265911833554,0.000237284
Altimeter,1748362265911964347,3.9197e-05
Odom,1748362266011415598,0.00014343
Beacons,1748362266011858035,0.000267204
Altimeter,1748362266011987535,4.0269e-05
Odom,1748362266111406229,0.000148295
Beacons,1748362266111727937,0.000173934
Altimeter,1748362266111817303,2.2952e-05
Odom,1748362266211394209,0.000139755
Beacons,1748362266211718702,0.000156786
Altimeter,1748362266211851189,3.3933e-05
Odom,1748362266311603144,0.000233878
Altimeter,1748362266312003622,8.5718e-05
Beacons,1748362266312693987,0.000496763
Odom,1748362266411466737,0.000137383
Altimeter,1748362266411678936,4.4313e-05
Beacons,1748362266411968277,0.000197756
Odom,1748362266512048097,0.000387194
Beacons,1748362266513350850,0.000618659
Altimeter,1748362266513713210,9.0874e-05
